"Duration,""Start Time"",""Profile Name"",""Country"",""Bookmark"",""Latest Bookmark"",""Supplemental Video Type"",""Attributes"",""Device Type"",""Title""";;;
"01:35:44,""2018-05-20 00:01:53"",""Ryan"",""BR (Brazil)"",""01:35:44"",""01:35:44"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Madrugada dos Mortos""";;;
"00:27:41,""2018-05-19 23:32:29"",""Ryan"",""BR (Brazil)"",""01:38:49"",""01:38:49"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Cargo""";;;
"01:13:41,""2018-05-19 19:54:21"",""Ryan"",""BR (Brazil)"",""01:13:41"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Cargo""";;;
"00:00:10,""2018-05-19 19:52:41"",""Ryan"",""BR (Brazil)"",""00:00:10"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Cargo""";;;
"00:30:07,""2018-05-19 12:55:46"",""Ryan"",""BR (Brazil)"",""00:30:07"",""00:30:07"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Segurança de Shopping 2""";;;
"00:15:33,""2018-05-18 00:11:38"",""Ryan"",""BR (Brazil)"",""00:15:33"",""00:15:33"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Kong: O Rei dos Macacos: Temporada 2: O mundo subterrâneo (episódio 1)""";;;
"00:07:19,""2018-05-07 13:20:45"",""Ryan"",""BR (Brazil)"",""00:08:49"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 1: Episódio 1 (episódio 1)""";;;
"00:41:44,""2018-05-05 20:57:19"",""Ryan"",""BR (Brazil)"",""01:57:16"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Deuses do Egito""";;
"00:32:15,""2018-05-05 20:22:49"",""Ryan"",""BR (Brazil)"",""00:32:15"",""00:32:15"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Psychokinesis""";;
"00:34:35,""2018-05-05 12:18:23"",""Ryan"",""BR (Brazil)"",""01:15:31"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Deuses do Egito""";;;
"01:28:18,""2018-05-05 00:48:40"",""Ryan"",""BR (Brazil)"",""01:28:18"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Deuses do Egito""";;
"00:41:56,""2018-04-30 23:19:56"",""Ryan"",""BR (Brazil)"",""00:41:56"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Nu""";;
"00:39:50,""2018-04-29 23:39:58"",""Ryan"",""BR (Brazil)"",""01:37:15"",""01:37:15"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Policial em Apuros 2""";;;
"00:57:26,""2018-04-29 22:41:04"",""Ryan"",""BR (Brazil)"",""00:57:26"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Policial em Apuros 2""";;
"00:13:52,""2018-04-29 22:25:54"",""Ryan"",""BR (Brazil)"",""00:13:52"",""00:13:52"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Lockup: Chain Linked: Coleção 1: Condado do sufoco (episódio 1)""";;
"00:01:08,""2018-04-29 13:48:21"",""Ryan"",""BR (Brazil)"",""00:00:29"",""00:00:29"","""","""",""Android DefaultWidevineL3Phone Android Phone"",""Teen Wolf: Temporada 6: Relíquias (episódio 4)""";;;
"00:00:03,""2018-04-27 00:23:24"",""Ryan"",""BR (Brazil)"",""00:01:31"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 1: Episódio 1 (episódio 1)""";;
"01:01:12,""2018-04-24 20:02:37"",""Ryan"",""BR (Brazil)"",""01:01:12"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Perdidos no Espaço: Temporada 1: Impacto (episódio 1)""";;;
"00:09:21,""2018-04-24 12:00:44"",""Ryan"",""BR (Brazil)"",""00:23:13"",""00:23:13"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Patrulha Canina: Temporada 1: Os filhotes e a equipe mecânica / O recorde do filhote bombeiro (episódio 8)""";;
"00:00:06,""2018-04-24 00:22:40"",""Ryan"",""BR (Brazil)"",""00:00:06"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Devilman Crybaby: Minissérie: Preciso de você (episódio 1)""";;
"00:40:45,""2018-04-21 22:58:32"",""Ryan"",""BR (Brazil)"",""00:40:45"",""00:40:45"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Tratamento de choque""";;
"00:04:07,""2018-04-21 21:34:21"",""Ryan"",""BR (Brazil)"",""00:04:11"",""00:04:11"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""The Walking Dead: Temporada 7: O poço (episódio 2)""";;
"00:45:45,""2018-04-21 20:48:28"",""Ryan"",""BR (Brazil)"",""00:45:45"",""00:45:45"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""The Walking Dead: Temporada 7: Chegará o dia em que você não agradecerá (episódio 1)""";;;
"00:00:04,""2018-04-21 20:48:14"",""Ryan"",""BR (Brazil)"",""00:00:04"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""The Walking Dead: Temporada 7: Chegará o dia em que você não agradecerá (episódio 1)""";;
"00:47:27,""2018-04-17 23:01:47"",""Ryan"",""BR (Brazil)"",""01:05:24"",""01:05:24"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Sexta-feira 13""";;
"00:00:08,""2018-04-17 23:01:24"",""Ryan"",""BR (Brazil)"",""00:00:08"",""00:00:08"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Hangman""";;
"00:00:21,""2018-04-17 23:00:10"",""Ryan"",""BR (Brazil)"",""00:00:21"",""00:00:21"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Blue Exorcist: Blue Exorcist: O diabo reside na alma humana (episódio 1)""";;
"01:30:43,""2018-04-16 22:45:39"",""Ryan"",""BR (Brazil)"",""01:30:43"",""01:30:43"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""O voo da morte""";;
"01:31:16,""2018-04-16 21:12:42"",""Ryan"",""BR (Brazil)"",""01:31:16"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Good Burger""";;
"00:38:46,""2018-04-16 18:13:25"",""Ryan"",""BR (Brazil)"",""00:39:03"",""00:39:03"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Ponto Cego: Temporada 1: Ceder sua alma (episódio 6)""";;
"00:04:01,""2018-04-15 22:34:11"",""Ryan"",""BR (Brazil)"",""00:04:01"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""The Vampire Diaries: Temporada 1: Piloto (episódio 1)""";;
"00:41:08,""2018-04-15 00:31:39"",""Ryan"",""BR (Brazil)"",""00:41:08"",""00:41:08"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Ponto Cego: Temporada 1: Lei dividida (episódio 5)""";;
"00:41:37,""2018-04-14 23:49:55"",""Ryan"",""BR (Brazil)"",""00:41:37"",""00:41:37"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Ponto Cego: Temporada 1: Osso pode apodrecer (episódio 4)""";;
"00:40:41,""2018-04-14 23:09:06"",""Ryan"",""BR (Brazil)"",""00:40:41"",""00:40:41"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Ponto Cego: Temporada 1: Oito risos forçados (episódio 3)""";;;
"00:40:12,""2018-04-14 22:28:47"",""Ryan"",""BR (Brazil)"",""00:40:12"",""00:40:12"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Ponto Cego: Temporada 1: Um uivo ao longe (episódio 2)""";;
"00:42:49,""2018-04-14 21:45:53"",""Ryan"",""BR (Brazil)"",""00:42:49"",""00:42:49"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Ponto Cego: Temporada 1: Piloto (episódio 1)""";;;
"00:00:09,""2018-04-14 21:45:31"",""Ryan"",""BR (Brazil)"",""00:00:09"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Ponto Cego: Temporada 1: Oito risos forçados (episódio 3)""";;;
"00:21:23,""2018-04-14 16:00:00"",""Ryan"",""BR (Brazil)"",""00:21:23"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Ponto Cego: Temporada 1: Oito risos forçados (episódio 3)""";;
"00:40:34,""2018-04-14 15:19:13"",""Ryan"",""BR (Brazil)"",""00:40:34"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Ponto Cego: Temporada 1: Um uivo ao longe (episódio 2)""";;
"00:42:53,""2018-04-14 14:36:05"",""Ryan"",""BR (Brazil)"",""00:42:53"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Ponto Cego: Temporada 1: Piloto (episódio 1)""";;
"00:10:36,""2018-04-14 14:16:35"",""Ryan"",""BR (Brazil)"",""00:10:36"",""00:10:36"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Anjos da Noite – A Evolução""";;
"02:03:38,""2018-04-12 22:41:48"",""Ryan"",""BR (Brazil)"",""01:43:31"",""01:43:31"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Aniquilação""";;;
"00:02:15,""2018-04-12 16:59:14"",""Ryan"",""BR (Brazil)"",""00:02:15"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Aniquilação""";;;
"00:22:52,""2018-04-12 00:44:39"",""Ryan"",""BR (Brazil)"",""00:22:52"",""00:22:52"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""O Chefinho - De Volta aos Negócios: Temporada 1: Scooter Buskie (episódio 1)""";;
"00:00:05,""2018-04-12 00:44:05"",""Ryan"",""BR (Brazil)"",""00:00:05"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Sword Art Online: Sword Art Online II: Mundo de armas (episódio 1)""";;
"00:00:08,""2018-04-12 00:40:12"",""Ryan"",""BR (Brazil)"",""00:00:22"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Blue Exorcist: Blue Exorcist: O diabo reside na alma humana (episódio 1)""";;
"01:22:57,""2018-04-11 23:14:32"",""Ryan"",""BR (Brazil)"",""01:22:57"",""01:22:57"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Day of the Dead: Bloodline""";;
"00:00:17,""2018-04-11 23:13:15"",""Ryan"",""BR (Brazil)"",""00:00:17"",""00:00:17"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Saiki Kusuo no Psi-nan: Temporada 1: Episódio 1 (episódio 1)""";;
"00:40:16,""2018-04-10 23:40:39"",""Ryan"",""BR (Brazil)"",""00:40:16"",""00:40:16"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""The 100: Temporada 4: Ecos (episódio 1)""";;;
"00:00:03,""2018-04-10 23:37:27"",""Ryan"",""BR (Brazil)"",""00:00:15"",""00:00:15"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Troia: A Queda de Uma Cidade: Temporada 1: Condições (episódio 2)""";;
"00:59:06,""2018-04-10 22:37:29"",""Ryan"",""BR (Brazil)"",""00:59:15"",""00:59:15"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Troia: A Queda de Uma Cidade: Temporada 1: Sangue negro (episódio 1)""";;;
"00:41:59,""2018-04-09 00:08:40"",""Ryan"",""BR (Brazil)"",""00:44:22"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 2: Episódio 9 (episódio 9)""";;;
"00:47:41,""2018-04-08 23:20:47"",""Ryan"",""BR (Brazil)"",""00:48:32"",""00:48:32"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 2: Episódio 8 (episódio 8)""";;;
"00:00:30,""2018-04-08 23:19:37"",""Ryan"",""BR (Brazil)"",""00:00:30"",""00:00:30"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 2: Episódio 2 (episódio 2)""";;;
"00:00:02,""2018-04-08 23:19:15"",""Ryan"",""BR (Brazil)"",""00:01:30"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 1: Episódio 1 (episódio 1)""";;
"00:42:05,""2018-04-08 14:30:50"",""Ryan"",""BR (Brazil)"",""00:42:52"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 2: Episódio 9 (episódio 9)""";;;
"00:47:47,""2018-04-08 13:42:49"",""Ryan"",""BR (Brazil)"",""00:48:28"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 2: Episódio 8 (episódio 8)""";;;
"00:42:18,""2018-04-08 13:00:21"",""Ryan"",""BR (Brazil)"",""00:43:16"",""00:43:16"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 2: Episódio 7 (episódio 7)""";;
"00:36:28,""2018-04-08 12:23:38"",""Ryan"",""BR (Brazil)"",""00:45:06"",""00:45:06"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 2: Episódio 6 (episódio 6)""";;
"00:08:38,""2018-04-08 11:29:47"",""Ryan"",""BR (Brazil)"",""00:08:38"",""Not latest view"","""","""",""Android DefaultWidevineL3Phone Android Phone"",""La casa de papel: Parte 2: Episódio 6 (episódio 6)""";;;
"00:15:47,""2018-04-08 11:13:38"",""Ryan"",""BR (Brazil)"",""00:42:12"",""00:42:12"","""","""",""Android DefaultWidevineL3Phone Android Phone"",""La casa de papel: Parte 2: Episódio 5 (episódio 5)""";;;
"00:39:38,""2018-04-08 01:18:18"",""Ryan"",""BR (Brazil)"",""00:40:31"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 2: Episódio 5 (episódio 5)""";;;
"00:09:53,""2018-04-08 01:08:16"",""Ryan"",""BR (Brazil)"",""00:50:09"",""00:50:09"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 2: Episódio 4 (episódio 4)""";;
"00:38:38,""2018-04-07 21:53:16"",""Ryan"",""BR (Brazil)"",""00:40:17"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 2: Episódio 4 (episódio 4)""";;
"00:07:44,""2018-04-07 18:59:34"",""Ryan"",""BR (Brazil)"",""00:07:44"",""Not latest view"","""","""",""Android DefaultWidevineL3Phone Android Phone"",""La casa de papel: Parte 2: Episódio 4 (episódio 4)""";;;
"00:45:47,""2018-04-07 18:08:22"",""Ryan"",""BR (Brazil)"",""00:43:15"",""00:43:15"","""","""",""Android DefaultWidevineL3Phone Android Phone"",""La casa de papel: Parte 2: Episódio 3 (episódio 3)""";;;
"00:05:22,""2018-04-07 18:01:50"",""Ryan"",""BR (Brazil)"",""00:41:02"",""Not latest view"","""","""",""Android DefaultWidevineL3Phone Android Phone"",""La casa de papel: Parte 2: Episódio 2 (episódio 2)""";;;
"00:29:59,""2018-04-07 14:50:52"",""Ryan"",""BR (Brazil)"",""00:35:47"",""Not latest view"","""","""",""Android DefaultWidevineL3Phone Android Phone"",""La casa de papel: Parte 2: Episódio 2 (episódio 2)""";;;
"00:01:41,""2018-04-07 13:02:25"",""Ryan"",""BR (Brazil)"",""00:07:01"",""Not latest view"","""","""",""Android DefaultWidevineL3Phone Android Phone"",""La casa de papel: Parte 2: Episódio 2 (episódio 2)""";;;
"00:05:20,""2018-04-07 02:06:29"",""Ryan"",""BR (Brazil)"",""00:05:24"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 2: Episódio 2 (episódio 2)""";;
"00:42:37,""2018-04-07 01:23:20"",""Ryan"",""BR (Brazil)"",""00:42:37"",""00:42:37"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 2: Episódio 1 (episódio 1)""";;;
"00:00:04,""2018-04-07 01:20:18"",""Ryan"",""BR (Brazil)"",""00:37:52"",""00:37:52"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 1: Episódio 11 (episódio 11)""";;
"00:36:59,""2018-04-03 20:51:57"",""Ryan"",""BR (Brazil)"",""00:37:49"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 1: Episódio 11 (episódio 11)""";;;
"00:00:05,""2018-04-03 20:50:34"",""Ryan"",""BR (Brazil)"",""00:01:31"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 1: Episódio 1 (episódio 1)""";;
"00:01:29,""2018-04-03 20:48:39"",""Ryan"",""BR (Brazil)"",""00:01:29"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 1: Episódio 1 (episódio 1)""";;;
"00:00:22,""2018-04-03 20:47:56"",""Ryan"",""BR (Brazil)"",""00:00:22"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""La casa de papel: Parte 1: Episódio 1 (episódio 1)""";;;
"00:00:56,""2018-04-01 11:29:47"",""Ryan"",""BR (Brazil)"",""00:13:49"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""SWORDGAI The Animation: Parte 1: Episódio 1 (episódio 1)""";;;
"00:12:54,""2018-03-31 10:48:10"",""Ryan"",""BR (Brazil)"",""00:12:54"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""SWORDGAI The Animation: Parte 1: Episódio 1 (episódio 1)""";;
"00:21:01,""2018-03-30 11:16:31"",""Ryan"",""BR (Brazil)"",""00:21:01"",""00:21:01"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Três é Demais: Temporada 4: Danny no comando (episódio 12)""";;
"00:31:12,""2018-03-30 00:19:26"",""Ryan"",""BR (Brazil)"",""00:31:12"",""00:31:12"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Historietas Assombradas: O Filme""";;
"00:15:38,""2018-03-30 00:02:37"",""Ryan"",""BR (Brazil)"",""00:22:46"",""00:22:46"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Três é Demais: Temporada 4: O admirador secreto (episódio 11)""";;
"00:20:51,""2018-03-29 23:31:57"",""Ryan"",""BR (Brazil)"",""00:24:11"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Bleach: The Assault: Ichigo and Rukia, Thoughts in the Revolving Sky (episódio 109)""";;
"00:02:01,""2018-03-29 10:28:13"",""Ryan"",""BR (Brazil)"",""00:02:01"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Bleach: The Assault: Ichigo and Rukia, Thoughts in the Revolving Sky (episódio 109)""";;;
"00:00:04,""2018-03-29 10:27:55"",""Ryan"",""BR (Brazil)"",""00:00:04"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Bleach: The Assault: Ichigo and Rukia, Thoughts in the Revolving Sky (episódio 109)""";;
"00:20:17,""2018-03-29 00:32:20"",""Ryan"",""BR (Brazil)"",""00:21:47"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Bleach: The Assault: The Wailing Bount! The Last Clash (episódio 108)""";;;
"00:22:44,""2018-03-29 00:09:04"",""Ryan"",""BR (Brazil)"",""00:24:08"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Bleach: The Assault: The Swung-Down Edge! The Moment of Ruin (episódio 107)""";;;
"00:01:06,""2018-03-28 22:13:54"",""Ryan"",""BR (Brazil)"",""00:02:36"",""00:02:36"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Bleach: The Assault: 10th Division's Death Struggle! The Release of Hyourinmaru (episódio 104)""";;;
"00:21:53,""2018-03-28 21:49:13"",""Ryan"",""BR (Brazil)"",""00:24:07"",""00:24:07"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Bleach: The Assault: Ishida, Exceeding the Limits to Attack! (episódio 103)""";;
"00:03:00,""2018-03-28 21:45:32"",""Ryan"",""BR (Brazil)"",""00:24:06"",""00:24:06"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Bleach: The Assault: The Last Quincy! The Exploding Power (episódio 102)""";;;
"00:18:03,""2018-03-28 13:05:53"",""Ryan"",""BR (Brazil)"",""00:19:33"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Bleach: The Assault: The Last Quincy! The Exploding Power (episódio 102)""";;;
"00:17:00,""2018-03-28 12:45:53"",""Ryan"",""BR (Brazil)"",""00:24:07"",""00:24:07"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Bleach: The Assault: Mayuri's Bankai! Sawatari* Clash of the Demon (episódio 101)""";;
"00:09:03,""2018-03-28 12:18:50"",""Ryan"",""BR (Brazil)"",""00:14:20"",""00:14:20"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Fuller House: Temporada 1: O plano de fuga (episódio 4)""";;
"00:25:05,""2018-03-28 11:53:39"",""Ryan"",""BR (Brazil)"",""00:26:03"",""00:26:03"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Fuller House: Temporada 1: A noite é demais (episódio 3)""";;
"00:24:50,""2018-03-28 11:28:41"",""Ryan"",""BR (Brazil)"",""00:25:48"",""00:25:48"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Fuller House: Temporada 1: Dia da mudança (episódio 2)""";;
"00:10:50,""2018-03-28 11:17:32"",""Ryan"",""BR (Brazil)"",""00:34:43"",""00:34:43"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Fuller House: Temporada 1: O primeiro episódio, de novo (episódio 1)""";;
"00:02:14,""2018-03-28 11:15:01"",""Ryan"",""BR (Brazil)"",""00:06:45"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Três é Demais: Temporada 4: O admirador secreto (episódio 11)""";;
"00:04:08,""2018-03-28 11:10:24"",""Ryan"",""BR (Brazil)"",""00:05:38"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Bleach: The Assault: Mayuri's Bankai! Sawatari* Clash of the Demon (episódio 101)""";;;
"00:16:41,""2018-03-28 10:53:24"",""Ryan"",""BR (Brazil)"",""00:24:07"",""00:24:07"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Bleach: The Assault: Soi Fong Dies? The Last of the Secret Mobile Corps (episódio 100)""";;
"02:07:21,""2018-03-27 22:43:43"",""Ryan"",""BR (Brazil)"",""02:07:21"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Bad Boys 2""";;
"00:04:37,""2018-03-27 22:37:37"",""Ryan"",""BR (Brazil)"",""00:06:07"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Bleach: The Assault: Soi Fong Dies? The Last of the Secret Mobile Corps (episódio 100)""";;;
"00:10:32,""2018-03-27 22:26:19"",""Ryan"",""BR (Brazil)"",""00:24:07"",""00:24:07"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Bleach: The Assault: Shinigami vs. Shinigami! The Uncontrollable Power (episódio 99)""";;
"00:08:46,""2018-03-27 22:15:08"",""Ryan"",""BR (Brazil)"",""00:09:58"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Lucifer: Temporada 1: Filho favorito (episódio 6)""";;
"00:42:01,""2018-03-27 21:32:25"",""Ryan"",""BR (Brazil)"",""00:43:07"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Lucifer: Temporada 1: Sapatos (episódio 5)""";;
"00:40:38,""2018-03-27 20:51:28"",""Ryan"",""BR (Brazil)"",""00:41:42"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Lucifer: Temporada 1: Novidades masculinas (episódio 4)""";;
"00:41:48,""2018-03-27 20:09:33"",""Ryan"",""BR (Brazil)"",""00:42:42"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Lucifer: Temporada 1: O quase Príncipe das Trevas (episódio 3)""";;
"00:41:42,""2018-03-27 19:27:43"",""Ryan"",""BR (Brazil)"",""00:43:10"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Lucifer: Temporada 1: Fica, Lucifer. Bom Diabo. (episódio 2)""";;
"00:44:33,""2018-03-27 18:43:00"",""Ryan"",""BR (Brazil)"",""00:44:33"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Lucifer: Temporada 1: Piloto (episódio 1)""";;;
"00:00:10,""2018-03-27 18:42:28"",""Ryan"",""BR (Brazil)"",""00:00:10"",""Not latest view"","""",""Autoplayed: user action: None";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Lucifer: Temporada 2: Direto do Inferno (episódio 1)""";;
"00:40:46,""2018-03-26 10:17:01"",""Ryan"",""BR (Brazil)"",""00:41:31"",""Not latest view"","""","""",""LG 2016 MStar M2 Low DTV Smart TV"",""Teen Wolf: Temporada 6: Alucinações (episódio 3)""";;;
"00:14:57,""2018-03-26 10:01:45"",""Ryan"",""BR (Brazil)"",""00:41:21"",""Not latest view"","""",""Autoplayed: user action: Unspecified";" "",""LG 2016 MStar M2 Low DTV Smart TV"",""Teen Wolf: Temporada 6: Superposição (episódio 2)""";;
