Duration,Start Time,Profile Name,Country,Bookmark,Latest Bookmark,Supplemental Video Type,Attributes,Device Type,Title
00:00:01,26-12-2024,Raiss,BR (Brazil),00:00:01,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Cem Anos de Solidão: Parte 1: Macondo (episódio 1)
00:40:08,26-12-2024,Raiss,BR (Brazil),00:40:12,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Cem Anos de Solidão: Parte 1: Coronel Aureliano Buendía (episódio 6)
00:20:17,26-12-2024,Raiss,BR (Brazil),00:55:51,00:55:51,,,Android DefaultWidevineL3Phone Android Phone,Cem Anos de Solidão: Parte 1: Remedios Moscote (episódio 5)
00:00:02,26-12-2024,Raiss,BR (Brazil),00:00:02,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Cem Anos de Solidão: Parte 1: Macondo (episódio 1)
00:00:02,25-12-2024,Raiss,BR (Brazil),00:00:02,00:00:02,,Autoplayed: user action: None,,
00:06:15,25-12-2024,Raiss,BR (Brazil),00:37:24,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Cem Anos de Solidão: Parte 1: Remedios Moscote (episódio 5)
00:00:03,25-12-2024,Raiss,BR (Brazil),00:00:03,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,Cem Anos de Solidão: Parte 1: Macondo (episódio 1)
00:14:00,24-12-2024,Raiss,BR (Brazil),01:56:53,01:56:53,,Autoplayed: user action: User_Interaction,,
01:19:45,24-12-2024,Raiss,BR (Brazil),01:51:01,01:51:01,,Autoplayed: user action: User_Interaction,,
00:31:36,24-12-2024,Raiss,BR (Brazil),00:31:46,Not latest view,,,Samsung CE 2020 Kant-S2 DTV Smart TV,Cem Anos de Solidão: Parte 1: Remedios Moscote (episódio 5)
00:09:12,24-12-2024,Raiss,BR (Brazil),00:59:40,00:59:40,,,Samsung CE 2020 Kant-S2 DTV Smart TV,Cem Anos de Solidão: Parte 1: O castanheiro (episódio 4)
00:00:11,24-12-2024,Raiss,BR (Brazil),00:00:11,00:00:11,TEASER_TRaisLER,Autoplayed: user action: User_Interaction,,
00:31:15,24-12-2024,Raiss,BR (Brazil),00:31:16,Not latest view,,,Samsung CE 2020 Kant-S2 DTV Smart TV,Bagagem de Risco
00:00:04,24-12-2024,Raiss,BR (Brazil),00:00:04,00:00:04,HOOK,Autoplayed: user action: User_Interaction,,
00:01:05,24-12-2024,Raiss,BR (Brazil),00:01:05,00:01:05,HOOK,Autoplayed: user action: None,,
00:00:06,24-12-2024,Raiss,BR (Brazil),00:00:06,00:00:06,HOOK,Autoplayed: user action: None,,
00:11:52,23-12-2024,Raiss,BR (Brazil),01:10:25,Not latest view,,Autoplayed: user action: User_Interaction,,
00:00:21,23-12-2024,Raiss,BR (Brazil),00:00:21,00:00:21,HOOK,Autoplayed: user action: None,,
00:00:10,23-12-2024,Raiss,BR (Brazil),00:00:10,Not latest view,HOOK,Autoplayed: user action: None,,
00:00:08,23-12-2024,Raiss,BR (Brazil),00:00:08,00:00:08,HOOK,Autoplayed: user action: None,,
00:00:04,23-12-2024,Raiss,BR (Brazil),00:00:04,00:00:04,HOOK,Autoplayed: user action: None,,
00:00:06,23-12-2024,Raiss,BR (Brazil),00:00:06,00:00:06,TRaisLER,Autoplayed: user action: None,,
00:00:33,23-12-2024,Raiss,BR (Brazil),00:00:33,00:00:33,HOOK,Autoplayed: user action: None,,
00:00:42,23-12-2024,Raiss,BR (Brazil),00:00:42,00:00:42,HOOK,Autoplayed: user action: None,,
00:00:28,23-12-2024,Raiss,BR (Brazil),00:00:28,Not latest view,HOOK,Autoplayed: user action: None,,
00:00:04,23-12-2024,Raiss,BR (Brazil),00:00:04,Not latest view,TRaisLER,Autoplayed: user action: None,,
00:00:25,23-12-2024,Raiss,BR (Brazil),00:00:25,Not latest view,HOOK,Autoplayed: user action: None,,
00:00:10,23-12-2024,Raiss,BR (Brazil),00:00:10,00:00:10,TRaisLER,Autoplayed: user action: None,,
00:00:42,23-12-2024,Raiss,BR (Brazil),00:00:42,Not latest view,HOOK,Autoplayed: user action: None,,
00:00:13,23-12-2024,Raiss,BR (Brazil),00:00:13,00:00:13,HOOK,Autoplayed: user action: None,,
00:00:01,30-11-2024,Raiss,BR (Brazil),00:00:36,Not latest view,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 2: Tony e Maxxie (episódio 1)
00:31:55,30-11-2024,Raiss,BR (Brazil),00:43:59,00:43:59,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Todo mundo (episódio 9)
00:00:04,30-11-2024,Raiss,BR (Brazil),00:43:13,00:43:13,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Effy (episódio 8)
00:11:32,30-11-2024,Raiss,BR (Brazil),00:12:04,Not latest view,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Todo mundo (episódio 9)
00:26:40,30-11-2024,Raiss,BR (Brazil),00:42:35,Not latest view,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Effy (episódio 8)
00:00:58,29-11-2024,Raiss,BR (Brazil),00:16:08,Not latest view,,,TCL TV 2022 GTV RT51A Smart TV,Juventude à Flor da Pele: Vol. 1: Effy (episódio 8)
00:00:06,29-11-2024,Raiss,BR (Brazil),00:00:06,00:00:06,,,TCL TV 2022 GTV RT51A Smart TV,Juventude à Flor da Pele: Vol. 1: Michelle (episódio 7)
00:14:42,29-11-2024,Raiss,BR (Brazil),00:15:12,Not latest view,,Autoplayed: user action: User_Interaction,,
00:07:41,29-11-2024,Raiss,BR (Brazil),00:44:23,Not latest view,,,TCL TV 2022 GTV RT51A Smart TV,Juventude à Flor da Pele: Vol. 1: Michelle (episódio 7)
00:03:08,29-11-2024,Raiss,BR (Brazil),00:36:46,Not latest view,,Autoplayed: user action: User_Interaction,,
00:00:08,29-11-2024,Raiss,BR (Brazil),00:00:08,Not latest view,HOOK,Autoplayed: user action: None,,
00:28:16,29-11-2024,Raiss,BR (Brazil),00:34:50,Not latest view,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Michelle (episódio 7)
00:07:11,29-11-2024,Raiss,BR (Brazil),00:07:06,Not latest view,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Michelle (episódio 7)
00:01:33,29-11-2024,Raiss,BR (Brazil),00:01:38,Not latest view,,Autoplayed: user action: None,,
00:29:11,29-11-2024,Raiss,BR (Brazil),00:49:30,00:49:30,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 5: Capítulo 54 (episódio 2)
00:00:02,29-11-2024,Raiss,BR (Brazil),00:00:02,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 1: Capítulo 1 (episódio 1)
00:09:55,29-11-2024,Raiss,BR (Brazil),00:09:55,00:09:55,,,LG 2016 MStar M2 Low DTV Smart TV,Além da Escuridão - Star Trek
00:07:45,29-11-2024,Raiss,BR (Brazil),00:43:53,00:43:53,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Maxxie e Anwar (episódio 6)
00:15:28,29-11-2024,Raiss,BR (Brazil),00:36:49,Not latest view,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Maxxie e Anwar (episódio 6)
00:00:35,29-11-2024,Raiss,BR (Brazil),00:21:51,Not latest view,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Maxxie e Anwar (episódio 6)
00:06:37,29-11-2024,Raiss,BR (Brazil),00:21:35,Not latest view,,,TCL TV 2022 GTV RT51A Smart TV,Juventude à Flor da Pele: Vol. 1: Maxxie e Anwar (episódio 6)
00:06:22,28-11-2024,Raiss,BR (Brazil),00:15:00,Not latest view,,,TCL TV 2022 GTV RT51A Smart TV,Juventude à Flor da Pele: Vol. 1: Maxxie e Anwar (episódio 6)
00:08:10,28-11-2024,Raiss,BR (Brazil),00:08:40,Not latest view,,,TCL TV 2022 GTV RT51A Smart TV,Juventude à Flor da Pele: Vol. 1: Maxxie e Anwar (episódio 6)
00:42:41,28-11-2024,Raiss,BR (Brazil),00:43:13,00:43:13,,Autoplayed: user action: User_Interaction,,
00:17:18,28-11-2024,Raiss,BR (Brazil),00:43:55,00:43:55,,,TCL TV 2022 GTV RT51A Smart TV,Juventude à Flor da Pele: Vol. 1: Chris (episódio 4)
00:14:11,28-11-2024,Raiss,BR (Brazil),00:26:42,Not latest view,,,TCL TV 2022 GTV RT51A Smart TV,Juventude à Flor da Pele: Vol. 1: Chris (episódio 4)
00:00:06,28-11-2024,Raiss,BR (Brazil),00:00:06,00:00:06,HOOK,Autoplayed: user action: User_Interaction,,
00:00:13,28-11-2024,Raiss,BR (Brazil),00:00:13,00:00:13,HOOK,Autoplayed: user action: None,,
00:00:26,28-11-2024,Raiss,BR (Brazil),00:00:26,00:00:26,HOOK,Autoplayed: user action: None,,
00:22:37,28-11-2024,Raiss,BR (Brazil),00:22:12,00:22:12,,Autoplayed: user action: User_Interaction,,
00:12:41,28-11-2024,Raiss,BR (Brazil),00:13:13,Not latest view,,,TCL TV 2022 GTV RT51A Smart TV,Juventude à Flor da Pele: Vol. 1: Chris (episódio 4)
00:00:02,28-11-2024,Raiss,BR (Brazil),00:00:33,Not latest view,,Autoplayed: user action: None,,
00:29:53,28-11-2024,Raiss,BR (Brazil),00:43:33,00:43:33,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Jal (episódio 3)
00:00:16,28-11-2024,Raiss,BR (Brazil),00:44:06,00:44:06,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Cassie (episódio 2)
00:27:08,28-11-2024,Raiss,BR (Brazil),00:27:12,Not latest view,,Autoplayed: user action: None,,
00:39:04,28-11-2024,Raiss,BR (Brazil),00:50:01,Not latest view,,,LG 2016 MStar M2 Low DTV Smart TV,House of Cards: Temporada 5: Capítulo 54 (episódio 2)
00:14:05,28-11-2024,Raiss,BR (Brazil),00:14:43,Not latest view,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Jal (episódio 3)
00:11:51,28-11-2024,Raiss,BR (Brazil),00:43:46,Not latest view,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Cassie (episódio 2)
00:03:44,28-11-2024,Raiss,BR (Brazil),00:31:33,Not latest view,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Cassie (episódio 2)
00:03:08,28-11-2024,Raiss,BR (Brazil),00:28:05,Not latest view,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Cassie (episódio 2)
00:00:08,28-11-2024,Raiss,BR (Brazil),00:00:07,00:00:07,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Tony (episódio 1)
00:25:06,27-11-2024,Raiss,BR (Brazil),00:25:10,Not latest view,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Cassie (episódio 2)
00:00:41,27-11-2024,Raiss,BR (Brazil),00:45:34,Not latest view,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Tony (episódio 1)
00:09:40,27-11-2024,Raiss,BR (Brazil),00:10:55,Not latest view,,Autoplayed: user action: User_Interaction,,
00:33:11,27-11-2024,Raiss,BR (Brazil),00:44:31,Not latest view,,,DefaultWidevineAndroidPhone,Juventude à Flor da Pele: Vol. 1: Tony (episódio 1)
00:00:04,27-11-2024,Raiss,BR (Brazil),00:00:04,00:00:04,CINEMAGRAPH,,DefaultWidevineAndroidPhone,Cinemagraph: TED Tumblewords
00:48:04,27-11-2024,Raiss,BR (Brazil),00:52:33,00:52:33,,,TCL TV 2022 GTV RT51A Smart TV,House of Cards: Temporada 5: Capítulo 53 (episódio 1)
00:00:06,27-11-2024,Raiss,BR (Brazil),00:00:06,00:00:06,TEASER_TRaisLER,Autoplayed: user action: User_Interaction,,
00:00:05,27-11-2024,Raiss,BR (Brazil),00:00:05,00:00:05,HOOK,Autoplayed: user action: None,,
00:04:38,27-11-2024,Raiss,BR (Brazil),00:11:30,Not latest view,,,TCL TV 2022 GTV RT51A Smart TV,Juventude à Flor da Pele: Vol. 1: Tony (episódio 1)
00:00:11,27-11-2024,Raiss,BR (Brazil),00:06:56,Not latest view,,Autoplayed: user action: None,,
00:06:51,27-11-2024,Raiss,BR (Brazil),00:06:51,Not latest view,,Autoplayed: user action: User_Interaction,,
00:00:04,27-11-2024,Raiss,BR (Brazil),00:00:04,00:00:04,HOOK,Autoplayed: user action: None,,
00:02:57,27-11-2024,Raiss,BR (Brazil),00:03:03,Not latest view,,Autoplayed: user action: None,,
00:08:25,27-11-2024,Raiss,BR (Brazil),00:53:05,00:53:05,,,LG 2016 MStar M2 Low DTV Smart TV,House of Cards: Temporada 4: Capítulo 52 (episódio 13)
00:22:19,26-11-2024,Raiss,BR (Brazil),00:22:19,00:22:19,,,TCL TV 2022 GTV RT51A Smart TV,DAN DA DAN: Temporada 1: Ela tá meio bolada (episódio 8)
00:01:13,26-11-2024,Raiss,BR (Brazil),00:01:13,00:01:13,TRaisLER,,TCL TV 2022 GTV RT51A Smart TV,TRaisler: DAN DA DAN
00:00:24,26-11-2024,Raiss,BR (Brazil),00:00:24,00:00:24,HOOK,Autoplayed: user action: None,,
00:04:34,26-11-2024,Raiss,BR (Brazil),00:04:34,00:04:34,TRaisLER,,TCL TV 2022 GTV RT51A Smart TV,Self Made: Inspired by the Life of Madam C.J. Walker: Limited Series_PVS_MEGA
00:00:12,26-11-2024,Raiss,BR (Brazil),00:00:11,Not latest view,CINEMAGRAPH,,Android DefaultWidevineL3Phone Android Phone,Cinemagraph: TED Tumblewords
00:21:57,26-11-2024,Raiss,BR (Brazil),00:22:02,Not latest view,,Autoplayed: user action: None,,
00:52:47,26-11-2024,Raiss,BR (Brazil),00:52:53,Not latest view,,,LG 2016 MStar M2 Low DTV Smart TV,House of Cards: Temporada 5: Capítulo 53 (episódio 1)
00:28:44,26-11-2024,Raiss,BR (Brazil),00:53:04,Not latest view,,,LG 2016 MStar M2 Low DTV Smart TV,House of Cards: Temporada 4: Capítulo 52 (episódio 13)
00:00:05,26-11-2024,Raiss,BR (Brazil),00:00:05,Not latest view,CINEMAGRAPH,,Android DefaultWidevineL3Phone Android Phone,Cinemagraph: TED Tumblewords
00:00:39,26-11-2024,Raiss,BR (Brazil),00:24:21,Not latest view,,,LG 2016 MStar M2 Low DTV Smart TV,House of Cards: Temporada 4: Capítulo 52 (episódio 13)
00:00:29,25-11-2024,Raiss,BR (Brazil),00:00:29,00:00:29,HOOK,Autoplayed: user action: None,,
00:40:11,25-11-2024,Raiss,BR (Brazil),01:30:56,01:30:56,,,TCL TV 2022 GTV RT51A Smart TV,As Panteras
00:50:50,25-11-2024,Raiss,BR (Brazil),00:50:51,Not latest view,,,TCL TV 2022 GTV RT51A Smart TV,As Panteras
00:00:07,25-11-2024,Raiss,BR (Brazil),00:00:07,00:00:07,HOOK,Autoplayed: user action: User_Interaction,,
00:00:22,25-11-2024,Raiss,BR (Brazil),00:00:22,00:00:22,HOOK,Autoplayed: user action: None,,
00:00:19,25-11-2024,Raiss,BR (Brazil),00:00:19,00:00:19,HOOK,Autoplayed: user action: None,,
00:00:41,25-11-2024,Raiss,BR (Brazil),00:00:41,Not latest view,HOOK,Autoplayed: user action: None,,
00:00:30,25-11-2024,Raiss,BR (Brazil),00:00:10,Not latest view,CINEMAGRAPH,,Android DefaultWidevineL3Phone Android Phone,Cinemagraph: TED Tumblewords
00:00:18,25-11-2024,Raiss,BR (Brazil),00:00:24,Not latest view,,Autoplayed: user action: None,,
00:15:08,25-11-2024,Raiss,BR (Brazil),00:00:00,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 4: Capítulo 52 (episódio 13)
00:00:02,25-11-2024,Raiss,BR (Brazil),00:00:02,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 1: Capítulo 1 (episódio 1)
00:37:27,25-11-2024,Raiss,BR (Brazil),00:37:34,Not latest view,,Autoplayed: user action: None,,
00:49:48,25-11-2024,Raiss,BR (Brazil),00:49:54,Not latest view,,,LG 2016 MStar M2 Low DTV Smart TV,House of Cards: Temporada 5: Capítulo 54 (episódio 2)
00:52:49,24-11-2024,Raiss,BR (Brazil),00:52:55,Not latest view,,,LG 2016 MStar M2 Low DTV Smart TV,House of Cards: Temporada 5: Capítulo 53 (episódio 1)
00:51:29,24-11-2024,Raiss,BR (Brazil),00:53:07,Not latest view,,,LG 2016 MStar M2 Low DTV Smart TV,House of Cards: Temporada 4: Capítulo 52 (episódio 13)
01:53:15,24-11-2024,Raiss,BR (Brazil),01:52:56,01:52:56,,,TCL TV 2022 GTV RT51A Smart TV,Por Que Eu Me Casei?
00:00:07,24-11-2024,Raiss,BR (Brazil),00:00:07,00:00:07,HOOK,Autoplayed: user action: User_Interaction,,
00:00:30,24-11-2024,Raiss,BR (Brazil),00:00:08,Not latest view,CINEMAGRAPH,,Android DefaultWidevineL3Phone Android Phone,Cinemagraph: TED Tumblewords
00:00:08,24-11-2024,Raiss,BR (Brazil),00:00:13,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 4: Capítulo 52 (episódio 13)
00:00:27,24-11-2024,Raiss,BR (Brazil),00:43:56,00:43:56,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 4: Capítulo 51 (episódio 12)
00:00:01,24-11-2024,Raiss,BR (Brazil),00:00:01,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 1: Capítulo 1 (episódio 1)
00:41:58,24-11-2024,Raiss,BR (Brazil),00:43:31,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 4: Capítulo 51 (episódio 12)
00:00:02,24-11-2024,Raiss,BR (Brazil),00:00:01,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 1: Capítulo 1 (episódio 1)
00:11:02,24-11-2024,Raiss,BR (Brazil),00:12:26,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 4: Capítulo 51 (episódio 12)
00:49:20,24-11-2024,Raiss,BR (Brazil),00:49:22,00:49:22,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 4: Capítulo 50 (episódio 11)
00:39:13,24-11-2024,Raiss,BR (Brazil),00:54:31,00:54:31,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 4: Capítulo 49 (episódio 10)
00:00:02,24-11-2024,Raiss,BR (Brazil),00:00:02,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 1: Capítulo 1 (episódio 1)
00:05:54,24-11-2024,Raiss,BR (Brazil),00:05:58,Not latest view,,Autoplayed: user action: None,,
00:54:48,24-11-2024,Raiss,BR (Brazil),00:54:52,Not latest view,,,LG 2016 MStar M2 Low DTV Smart TV,House of Cards: Temporada 4: Capítulo 49 (episódio 10)
00:07:08,24-11-2024,Raiss,BR (Brazil),00:43:46,00:43:46,,,LG 2016 MStar M2 Low DTV Smart TV,House of Cards: Temporada 4: Capítulo 48 (episódio 9)
00:36:34,24-11-2024,Raiss,BR (Brazil),00:36:39,Not latest view,,,TCL TV 2022 GTV RT51A Smart TV,House of Cards: Temporada 4: Capítulo 48 (episódio 9)
00:44:22,23-11-2024,Raiss,BR (Brazil),00:44:04,00:44:04,,Autoplayed: user action: User_Interaction,,
01:11:04,23-11-2024,Raiss,BR (Brazil),00:49:36,00:49:36,,Autoplayed: user action: User_Interaction,,
00:45:19,23-11-2024,Raiss,BR (Brazil),00:45:24,00:45:24,,,TCL TV 2022 GTV RT51A Smart TV,House of Cards: Temporada 4: Capítulo 45 (episódio 6)
00:32:09,23-11-2024,Raiss,BR (Brazil),00:45:13,00:45:13,,,TCL TV 2022 GTV RT51A Smart TV,House of Cards: Temporada 4: Capítulo 44 (episódio 5)
00:11:36,23-11-2024,Raiss,BR (Brazil),00:13:06,Not latest view,,Autoplayed: user action: User_Interaction,,
00:19:17,23-11-2024,Raiss,BR (Brazil),00:40:19,00:40:19,,Autoplayed: user action: User_Interaction,,
00:21:00,23-11-2024,Raiss,BR (Brazil),00:21:05,Not latest view,,Autoplayed: user action: None,,
00:24:19,23-11-2024,Raiss,BR (Brazil),00:51:48,00:51:48,,,TCL TV 2022 GTV RT51A Smart TV,House of Cards: Temporada 4: Capítulo 42 (episódio 3)
00:28:22,23-11-2024,Raiss,BR (Brazil),00:27:32,Not latest view,,Autoplayed: user action: User_Interaction,,
00:39:21,23-11-2024,Raiss,BR (Brazil),00:39:26,00:39:26,,,TCL TV 2022 GTV RT51A Smart TV,House of Cards: Temporada 4: Capítulo 41 (episódio 2)
00:44:56,23-11-2024,Raiss,BR (Brazil),00:46:27,00:46:27,,Autoplayed: user action: User_Interaction,,
00:22:50,23-11-2024,Raiss,BR (Brazil),00:55:20,00:55:20,,,TCL TV 2022 GTV RT51A Smart TV,House of Cards: Temporada 3: Capítulo 39 (episódio 13)
00:00:06,23-11-2024,Raiss,BR (Brazil),00:00:06,Not latest view,HOOK,Autoplayed: user action: None,,
00:00:05,23-11-2024,Raiss,BR (Brazil),00:00:05,00:00:05,HOOK,Autoplayed: user action: None,,
00:33:35,23-11-2024,Raiss,BR (Brazil),00:58:37,00:58:37,,,TCL TV 2022 GTV RT51A Smart TV,Até que a fuga os separe
00:21:02,23-11-2024,Raiss,BR (Brazil),00:25:03,Not latest view,,Autoplayed: user action: User_Interaction,,
00:03:41,23-11-2024,Raiss,BR (Brazil),00:04:08,Not latest view,,,TCL TV 2022 GTV RT51A Smart TV,Até que a fuga os separe
00:00:34,23-11-2024,Raiss,BR (Brazil),00:00:34,Not latest view,,,TCL TV 2022 GTV RT51A Smart TV,Até que a fuga os separe
00:00:10,23-11-2024,Raiss,BR (Brazil),00:00:10,Not latest view,HOOK,Autoplayed: user action: None,,
00:00:04,23-11-2024,Raiss,BR (Brazil),00:00:04,00:00:04,HOOK,Autoplayed: user action: None,,
00:00:08,23-11-2024,Raiss,BR (Brazil),00:00:08,00:00:08,HOOK,Autoplayed: user action: None,,
00:00:07,23-11-2024,Raiss,BR (Brazil),00:00:07,00:00:07,HOOK,Autoplayed: user action: None,,
00:00:07,23-11-2024,Raiss,BR (Brazil),00:00:07,00:00:07,HOOK,Autoplayed: user action: None,,
00:00:58,23-11-2024,Raiss,BR (Brazil),00:00:58,00:00:58,HOOK,Autoplayed: user action: None,,
00:00:04,23-11-2024,Raiss,BR (Brazil),00:00:04,00:00:04,HOOK,Autoplayed: user action: None,,
00:18:24,23-11-2024,Raiss,BR (Brazil),01:38:26,01:38:26,,,TCL TV 2022 GTV RT51A Smart TV,O Mistério de Marilyn Monroe: Gravações Inéditas
01:20:02,23-11-2024,Raiss,BR (Brazil),01:20:03,Not latest view,,Autoplayed: user action: User_Interaction,,
00:06:20,23-11-2024,Raiss,BR (Brazil),01:02:23,01:02:23,,,TCL TV 2022 GTV RT51A Smart TV,Blonde
00:14:27,23-11-2024,Raiss,BR (Brazil),00:32:34,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 3: Capítulo 39 (episódio 13)
00:00:03,23-11-2024,Raiss,BR (Brazil),00:00:03,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 1: Capítulo 1 (episódio 1)
00:18:03,23-11-2024,Raiss,BR (Brazil),00:20:56,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 3: Capítulo 39 (episódio 13)
00:34:19,23-11-2024,Raiss,BR (Brazil),00:46:54,00:46:54,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 3: Capítulo 38 (episódio 12)
00:02:19,23-11-2024,Raiss,BR (Brazil),00:03:43,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 3: Capítulo 39 (episódio 13)
00:00:02,23-11-2024,Raiss,BR (Brazil),00:00:02,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 1: Capítulo 1 (episódio 1)
00:00:07,23-11-2024,Raiss,BR (Brazil),00:00:06,00:00:06,TRaisLER,Autoplayed: user action: None,,
00:00:05,23-11-2024,Raiss,BR (Brazil),00:00:05,Not latest view,CINEMAGRAPH,,Android DefaultWidevineL3Phone Android Phone,Cinemagraph: TED Tumblewords
00:27:25,23-11-2024,Raiss,BR (Brazil),00:28:51,Not latest view,,,LG 2016 MStar M2 Low DTV Smart TV,House of Cards: Temporada 3: Capítulo 38 (episódio 12)
00:00:16,22-11-2024,Raiss,BR (Brazil),00:00:21,Not latest view,,Autoplayed: user action: None,,
00:48:45,22-11-2024,Raiss,BR (Brazil),00:50:14,00:50:14,,Autoplayed: user action: User_Interaction,,
00:25:27,22-11-2024,Raiss,BR (Brazil),00:54:33,00:54:33,,Autoplayed: user action: User_Interaction,,
00:00:11,22-11-2024,Raiss,BR (Brazil),00:00:11,00:00:11,HOOK,Autoplayed: user action: None,,
00:00:06,22-11-2024,Raiss,BR (Brazil),00:00:06,Not latest view,HOOK,Autoplayed: user action: None,,
00:29:30,22-11-2024,Raiss,BR (Brazil),00:56:02,Not latest view,,,TCL TV 2022 GTV RT51A Smart TV,Blonde
00:26:32,22-11-2024,Raiss,BR (Brazil),00:26:32,Not latest view,,Autoplayed: user action: User_Interaction,,
00:00:05,22-11-2024,Raiss,BR (Brazil),00:00:05,00:00:05,,Autoplayed: user action: None,,
00:27:33,22-11-2024,Raiss,BR (Brazil),00:29:06,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 3: Capítulo 36 (episódio 10)
00:00:03,22-11-2024,Raiss,BR (Brazil),00:00:02,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 1: Capítulo 1 (episódio 1)
00:00:15,22-11-2024,Raiss,BR (Brazil),00:00:00,Not latest view,CINEMAGRAPH,,Android DefaultWidevineL3Phone Android Phone,Cinemagraph: TED Tumblewords
00:06:54,22-11-2024,Raiss,BR (Brazil),00:06:59,Not latest view,,Autoplayed: user action: None,,
00:47:38,22-11-2024,Raiss,BR (Brazil),00:49:35,00:49:35,,,LG 2016 MStar M2 Low DTV Smart TV,House of Cards: Temporada 3: Capítulo 35 (episódio 9)
00:00:04,22-11-2024,Raiss,BR (Brazil),00:00:09,Not latest view,,Autoplayed: user action: None,,
00:41:27,22-11-2024,Raiss,BR (Brazil),00:41:32,00:41:32,,,TCL TV 2022 GTV RT51A Smart TV,House of Cards: Temporada 3: Capítulo 34 (episódio 8)
00:50:37,22-11-2024,Raiss,BR (Brazil),00:50:42,00:50:42,,,TCL TV 2022 GTV RT51A Smart TV,House of Cards: Temporada 3: Capítulo 33 (episódio 7)
00:49:59,21-11-2024,Raiss,BR (Brazil),00:51:35,00:51:35,,Autoplayed: user action: User_Interaction,,
00:39:38,21-11-2024,Raiss,BR (Brazil),00:49:42,00:49:42,,,TCL TV 2022 GTV RT51A Smart TV,House of Cards: Temporada 3: Capítulo 31 (episódio 5)
00:00:01,21-11-2024,Raiss,BR (Brazil),00:17:15,Not latest view,,Autoplayed: user action: None,,
00:15:44,21-11-2024,Raiss,BR (Brazil),00:17:18,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 3: Capítulo 31 (episódio 5)
00:05:00,21-11-2024,Raiss,BR (Brazil),00:45:03,00:45:03,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 3: Capítulo 30 (episódio 4)
00:00:04,21-11-2024,Raiss,BR (Brazil),00:00:04,Not latest view,,,Android DefaultWidevineL3Phone Android Phone,House of Cards: Temporada 1: Capítulo 1 (episódio 1)
